EmployerName,Position,RegularPay,TotalWages
"University of California, Los Angeles",Clin Social Worker 3,9795,9795
"University of California, Los Angeles",Resc Nurse Pd,94214,105556
"University of California, Davis",Resid Phys I/Non Rep,27751,31735
"University of California, Santa Barbara",Stdt 1,508,608
"University of California, San Francisco",Admin Ofcr 2,75979,82464
"University of California, San Francisco",Specialist,109275,109275
"University of California, Berkeley",Stdt Acad Advisor 4,84361,84861
"University of California, Irvine",Hosp Unit Svc Crd 2,32980,38591
"University of California, San Francisco",Gsr-Full Fee Rem,10625,10625
"University of California, San Francisco",Practice Crd 3,68458,72191
"University of California, San Francisco",Resid Phys II-Viii/Non Rep,67773,67923
"University of California, Berkeley",Gsr-Partial Fee Rem,7201,7201
"University of California, Berkeley",Stdt 2,555,555
"University of California, Irvine",Asst Specialist Nex,11973,11973
"University of California, Berkeley",Lab Mechn Prn,97584,97584
"University of California, Davis",Asst Prof-Sft-Vm,160167,160167
"University of California, San Diego",Med Ctr Food Svc Worker,39142,43985
"University of California, Berkeley",Rsch Adm 4,94487,95699
"University of California, San Diego",Lab Ast 2,40406,45575
"University of California, Berkeley",Stdt 2,1583,1583
"University of California, Berkeley",Teachg Asst-1/10-Gship,4582,4582
"University of California, Los Angeles",Sys Adm 3,13333,13333
"University of California, Davis",Stdt 3,1325,1325
"University of California, Berkeley",Gsr-Tuit & Fee Rem,32108,32108
"University of California, Santa Barbara",Rsch Adm 3,77877,77877
"University of California, Los Angeles",Blank Ast 3,54466,54954
"University of California, Berkeley",Stdt Volunteer,0,616
"University of California, Merced",Assoc Prof-Ay,109533,122283
"University of California, Davis",Blank Ast 1,4027,4036
"University of California, Los Angeles",Events Spec 2,54673,59174
"University of California, Davis",Organizational Cnslt 4,139023,156611
"University of California, Los Angeles",Gsr-Partial Fee Rem,47647,47647
"University of California, Los Angeles",Resc Nurse Pd,56896,57569
"University of California, Davis",Clin Nurse 2,33158,37431
"University of California, Los Angeles",Teacher-Unex-Contract Yr,0,4608
"University of California, San Diego",Prof-Ay,142458,142458
"University of California, Los Angeles",Stdt 1 Non UC,548,548
"University of California, Los Angeles",Lect-Ay,17333,17333
"University of California, Berkeley",Publ Sfty Dispatcher,11894,11903
"University of California, Los Angeles",Publ Admstn Anl Ast,7999,7999
"University of California, Los Angeles",Pat Comm Repr,18403,18710
"University of California, Berkeley",Gsr-Full Fee Rem,2192,2192
"University of California, San Francisco",Project Policy Anl 3,10825,10825
"University of California, Los Angeles",Clin Nurse 2,102057,117638
"University of California, Santa Cruz",Stdt 4,1575,1575
"University of California, Los Angeles",Plumber,89722,93606
"University of California, San Francisco",Blank Ast 3,69712,70712
"University of California, Los Angeles",Perf Artist 2,1048,1048
"University of California, Davis",Contract Adm 3,69255,69255
"University of California, Merced",Stdt 4,309,309
"University of California, Davis",Jr Specialist,41088,42934
"University of California, San Francisco",Pat Transport Tchn 1,69124,101171
"University of California, Davis",Resid Phys I/Non Rep,27751,31735
"University of California, Los Angeles",Phlebotomist Cert Tchn 2 Pd,14026,15349
"University of California, San Francisco",Practice Crd 3,59031,67904
"University of California, San Diego",Resid Phys II-Viii/Rep,61557,67557
"University of California, Berkeley",Gsr-Full Fee Rem,17207,17207
"University of California, Irvine",Skld Crafts Trades Supv 1,92052,94098
"University of California, Davis",Lab Ast 2,2174,2174
"University of California, Irvine",Custodian,42347,43847
"University of California, Santa Barbara",Stdt 1,956,956
"University of California, Davis",Sys Adm 3,69265,69265
"University of California, Santa Barbara",Govt Rel Spec 3,72828,72828
"University of California, Davis",Curriculum Plnr 4,58645,59645
"University of California, Los Angeles",Stdt Disability Spec 3,62064,62064
"University of California, Los Angeles",Pat Comm Repr,48810,48955
"University of California, Santa Cruz",Blank Ast 3,0,145
"University of California, Berkeley",Gsr-Tuit & Fee Rem,39229,39229
"University of California, Irvine",Stdt 4,3668,3668
"University of California, Santa Barbara",Gsr-Tuit & Fee Rem,9442,11442
"University of California, San Francisco",Nurse Pd,4725,4725
"University of California, Davis",Stdt 3,5891,5891
"University of California, San Francisco",Revenue Cycle HC Anl 2,65266,65444
"University of California, San Francisco",Pharmacist Pd,31126,31930
"University of California, Davis",Clin Nurse 2,124739,138081
"University of California, Davis",Radlg Tchno Prn,139472,150666
"University of California, Davis",Auto Equip Opr Sr,42752,44747
"University of California, San Francisco",Resid Phys II-Viii/Rep,75322,146480
"University of California, San Francisco",Resid Phys II-Viii/Rep,61790,75465
"University of California, Davis",Spc Stdt Bya,0,1015
"University of California, Los Angeles",Television Tchn,3329,3658
"University of California, Riverside",Stdt 1,207,207
"University of California, San Diego",Clin Nurse 2,7650,7750
"University of California, Santa Cruz",HR Generalist 2,19167,22025
"University of California, Santa Barbara",VC Rsch,387245,387245
"University of California, San Diego",Clin Nurse 2,16600,65927
"University of California, Davis",Stdt 4,163,163
"University of California, San Diego",Nurse Aid Sr,50659,53946
"University of California, Los Angeles",Admin Nurse 1,126798,143542
"University of California, Davis",Lab Helper,6950,7093
"University of California, Irvine",Project Policy Anl 1,22402,23779
"University of California, Los Angeles",Prg Repr 3,51409,51409
"University of California, Santa Cruz",Teachg Asst-Gship,12807,12807
"University of California, Riverside",Lect-Ay-1/9,10481,10481
"University of California, Los Angeles",Project Policy Anl 2,54290,59537
"University of California, Irvine",Gsr-Full Fee Rem,13092,13092
"University of California, Berkeley",Stdt 3,1012,1460
"University of California, Davis",Writer Editor 3,33518,33518
"University of California, Los Angeles",Adm Crd Ofcr,138025,139175
"University of California, San Francisco",Hosp Lab Tchn 1,88862,102778
"University of California, Los Angeles",Cook Ast,45796,53888
"University of California, Irvine",Clin Nurse 2,121068,132252
"University of California, San Diego",Rsch Cmplnc Supv 2,103819,128527
"University of California, Los Angeles",HS Asst Clin Prof-Hcomp,138783,338166
"University of California, Irvine",Hs Assoc Clin Prof-Hcomp,151650,359262
"University of California, San Diego",Clin Nurse 2,127912,139290
"University of California, Irvine",Lab Ast 2,42974,43012
"University of California, San Diego",Prof-Ay,151617,151617
"University of California, San Francisco",Specialist,121100,121100
"University of California, Davis",Stdt 2,2380,2380
"University of California, San Diego",SRA 1,44524,45091
"University of California, Davis",Clin Nurse 2,127344,148938
"University of California, Davis",Clin Nurse 2,72951,78765
"University of California, San Francisco",Project Policy Anl 5,151577,151577
"University of California, San Diego",Hosp Ast 3 Pd,15053,15641
"University of California, San Francisco",Clin Rsch Crd Ast,5411,5411
"University of California, San Francisco",Tchn,39257,46138
"University of California, Los Angeles",Stdt 2,47,47
"University of California, Santa Barbara",Events Spec 2,31440,35220
"University of California, Davis",Lect-Ay-Continuing,0,8436
"University of California, San Francisco",Hosp Lab Tchn 3 Pd,798,1173
"University of California, San Diego",Phlebotomist Cert Tchn 2,62289,67521
"University of California, Davis",Teachg Asst-Gship,8777,8777
"University of California, Los Angeles",Ct Tchno,101504,106240
"University of California, Los Angeles",Stdt 1,9659,9659
"University of California, San Francisco",Admitting Worker Prn,86018,168567
"University of California, Davis",Blank Ast 2,33926,33935
"University of California, San Diego",Hosp Blank Ast 3,60755,67067
"University of California, Berkeley",Stdt 2,1005,1005
"University of California, San Diego",Clin Nurse 2,89073,102168
"University of California, Irvine",Blank Ast 3,55084,57852
"University of California, Santa Cruz",Admissions Evaluator 3,0,3050
"University of California, Davis",Spc Stdt Bya,0,280
"University of California, Irvine",Asst Specialist,56458,56458
"University of California, San Francisco",Ambul Care Admstn Crd 2,86378,86378
"University of California, Merced",Stdt 1,1420,1420
"University of California, Irvine",Stdt Researcher,1680,1680
"University of California, Davis",Spc Stdt Bya,1087,2193
"University of California, San Francisco",Ambul Care Admstn Mgr 1,104586,112829
"University of California, Los Angeles",Stdt 1,3473,4632
"University of California, Davis",Asst Proj Scientist-Fy-B/E/E,86783,86783
"University of California, Berkeley",Gsr-No Rem,7104,7104
"University of California, Davis",Resid-Vet Med/Non Rep,46063,46063
"University of California, Riverside",Stdt 1,2146,2146
"University of California, San Diego",Clin Social Worker 1 Nex,78434,78434
"University of California, Santa Cruz",Stdt 4,2510,2510
"University of California, Irvine",Admin Ofcr 2,41194,41340
"University of California, Berkeley",Police Ofcr,79363,98225
"University of California, San Diego",Stdt 3,743,743
"University of California, Davis",Procurement Supv 1,84352,85503
"University of California, Los Angeles",Dir,179549,201540
"University of California, Los Angeles",Educ Tchl Spec 3,67128,67128
"University of California, Berkeley",Tut-Non Stdnt,1987,1987
"University of California, Santa Cruz",Teachg Asst-Gship,30415,33835
"University of California, San Francisco",Rsch Adm 4,113520,113520
"University of California, San Diego",Hosp Lab Tchn 1 Pd,19664,69519
"University of California, Davis",Lab Ast 1,16973,16973
"University of California, San Francisco",Clin Rsch Crd Ast,21846,21846
"University of California, San Francisco",HS Asst Clin Prof-Hcomp,134767,562148
"University of California, Berkeley",Stdt 2,1085,1085
"University of California, San Francisco",Pat Care Ast Pd,17433,17926
"University of California, Davis",Stdt 2,1730,1779
"University of California, Santa Cruz",Stdt 4,4885,4885
"University of California, Davis",Clin Nurse 3,173975,188793
"University of California, San Francisco",Nurse Pract 2,207830,209830
"University of California, Riverside",Library Ast 4,52762,55762
"University of California, Los Angeles",Assoc In __ -Ay-1/9-Gship,4691,9966
"University of California, Davis",Med Ofc Svc Crd 2,22067,22067
"University of California, Los Angeles",Resc Nurse Pd,45430,46368
"University of California, Los Angeles",Blank Ast 3,61127,63603
"University of California, Berkeley",Stdt 2,951,1175
"University of California, San Francisco",Health Profns Educ Spec 3,87077,97759
"University of California, Santa Barbara",Stdt 1,3388,3388
"University of California, Irvine",Teachg Asst-Gship,22720,24772
"University of California, Berkeley",Gsr-Full Fee Rem,47723,47723
"University of California, Davis",Lect-Ay,24320,24320
"University of California, Davis",Stdt 3,313,313
"University of California, Santa Barbara",Procurement Anl 2,55875,55875
"University of California, San Diego",Mgd Care Spec 2,61155,62155
"University of California, San Diego",Asst Prof-Ay-B/E/E,251700,336033
"University of California, Los Angeles",Proj Scientist-Fy,46987,46987
"University of California, Berkeley",Teachg Asst-1/10-Gship,2257,2257
"University of California, San Francisco",Practice Crd 2,13124,13338
"University of California, San Diego",Clin Nurse 2,135540,145149
"University of California, Berkeley",Tut-Non Gship,1217,1217
"University of California, San Francisco",Clin Nurse 2,116424,140741
"University of California, San Francisco",Anesthetist Nurse Sr Nex,173493,183238
"University of California, Los Angeles",Publ Admstn Anl,56397,56397
"University of California, Davis",Teachg Asst-Gship,2583,2583
"University of California, Irvine",Admin Supv 2,92039,92039
"University of California, San Diego",Asst Prof-Ay-B/E/E,137183,167516
"University of California, San Francisco",Clin Nurse 2,0,2541
"University of California, Los Angeles",Pharmacy Tchn 2,69115,71056
"University of California, San Diego",Prof-Ay,260900,332627
"University of California, Davis",Med Ctr Scrty Ofcr Pd,3297,3297
"University of California, Berkeley",Asst Proj Scientist-Fy,67671,67671
"University of California, Santa Cruz",Teachg Asst-Gship,33655,33655
"University of California, San Diego",Anesthesia Tchn 2,72165,98969
"University of California, Los Angeles",Assoc Prof-Ay,124517,124517
"University of California, Irvine",Asst Prof-Ay,95783,106372
"University of California, San Diego",Police Ofcr,95642,111487
"University of California, Berkeley",Food Svc Supv 2,69997,76234
"University of California, San Francisco",Nurse Pract 2,132550,135154
"University of California, Los Angeles",Pat Biller 3,58749,65025
"University of California, Davis",Clin Nurse 2,171221,174537
"University of California, Davis",Stdt 3,6428,6428
"University of California, Irvine",Teachg Asst-Gship,10031,18900
"University of California, Los Angeles",Postdoc-Employee,62010,62010
"University of California, Los Angeles",Resid Phys I/Rep-Ov,29169,35064
"University of California, Los Angeles",Stdt Researcher,11910,11910
"University of California, San Francisco",Clin Nurse 2,32074,36880
"University of California, Berkeley",Teachg Asst-1/10-Gship,20448,20448
"University of California, Berkeley",Teachg Asst-1/10-Non Gship,7434,7434
"University of California, Davis",Pat Supp Svc Supv 2,102275,118620
"University of California, Davis",Blank Ast 3,63319,65321
"University of California, Davis",Stdt 2,11537,11537
"University of California, Irvine",Blank Ast 3,40594,41344
"University of California, Davis",Stdt Acad Advisor 3,62886,62886
"University of California, Los Angeles",Prof-Ay,250271,290157
"University of California, Santa Barbara",Teachg Asst-Gship,10031,14135
"University of California, Davis",Care Supv 2,75545,75545
"University of California, San Diego",Case Mgr Ex,155531,156531
"University of California, Berkeley",Teachg Asst-1/10-Non Gship,3665,3665
"University of California, Berkeley",Prof-Ay-B/E/E,338383,377766
"University of California, Davis",Applications Progr 5,116061,116311
"University of California, Irvine",Lect-Ay,69041,74851
"University of California, Los Angeles",Teacher-Unex-Contract Yr,0,18017
"University of California, San Diego",Gsr-Tuit & Fee Rem-UCSD-Grp E,25098,25098
"University of California, Los Angeles",Stdt 3,9628,9832
"University of California, Santa Cruz",Stdt 4,3721,3721
"University of California, San Diego",Hosp Unit Svc Crd 3,56410,67436
"University of California, Los Angeles",Clin Nurse 3,113277,147820
"University of California, Davis",Teachg Asst-Gship,24049,28152
"University of California, Riverside",Stdt 1,2141,2141
"University of California, Davis",Med Ast 1,8307,8395
"University of California, Santa Barbara",Teachg Asst-Gship,5166,5166
"University of California, Davis",Stdt 2,494,494
"University of California, San Diego",Tchl Project Mgt Profl 4,116438,120438
"University of California, Los Angeles",Resid Phys I/Rep-Ov,29169,36028
"University of California, San Diego",Clin Nurse 2,124917,165551
"University of California, San Francisco",Pat Navgtr Clin 3,17445,17445
"University of California, Los Angeles",Radlg Tchno,96529,115524
"University of California, Los Angeles",Clin Nurse 3,148007,164680
"University of California, San Diego",Teachg Asst-Gship,22720,32615
"University of California, Berkeley",High Volt Electrn Ld,135055,141677
"University of California, Berkeley",Curator,164775,181642
"University of California, Santa Barbara",Stdt Rsdnc Halls,0,300
"University of California, San Diego",Financial Anl 5,127575,132575
"University of California, Merced",Stdt 3,4855,4855
"University of California, Los Angeles",Reader-Gship,509,509
"University of California, San Diego",Financial Anl Mgr 1,121331,121331
"University of California, Los Angeles",Personnel Anl Sr,62201,62325
"University of California, Santa Barbara",SRA 2 Nex,53275,53275
"University of California, San Diego",Gsr-Tuit & Fee Rem-UCSD-Grp F,30642,30642
"University of California, Los Angeles",HS Asst Clin Prof-Hcomp,124308,338348
"University of California, Riverside",Gsr-Partial Fee Rem,25341,28761
"University of California, San Francisco",Clin Applications Profl 3 Gf,158407,166248
"University of California, Santa Cruz",Phlebotomist,38571,39441
"University of California, Los Angeles",Postdoc-Employee,9991,9991
"University of California, San Diego",Clin Nurse 2,115878,158016
"University of California, Davis",Ultrasound Tchno Sr,115518,117527
"University of California, San Diego",Nurse Pract 2,99285,111250
"University of California, Davis",Health Tchn 2,48047,48660
"University of California, Riverside",Gsr-Partial Fee Rem,21622,21622
"University of California, San Francisco",Clin Nurse 2,133955,149742
"University of California, Berkeley",Teachg Asst-1/10-Gship,1881,1881
"University of California, San Francisco",Assoc Vice Chancellor,331387,894026
"University of California, Los Angeles",Stdt 3,1267,1283
"University of California, Los Angeles",Ct Tchno Ld,141711,143396
"University of California, San Francisco",Med Ctr Custodian Sr,66087,69953
"University of California, Davis",Case Mgr Social Worker,157910,164440
"University of California, San Diego",Clin Nurse 2,125559,148548
"University of California, Santa Barbara",Stdt Intern Non UC,16160,16490
"University of California, San Diego",Librarian-Career Status,138214,138214
"University of California, Davis",Stdt 4,2543,2543
"University of California, Los Angeles",Nurse Pd,47844,53559
"University of California, Irvine",Prof Of Clin-Hcomp,311183,735478
"University of California, San Francisco",Practice Crd 2,60790,62974
"University of California, Davis",Med Ofc Svc Crd 3,59708,60800
"University of California, Santa Cruz",Stdt 4,4169,4169
"University of California, Santa Barbara",Bus Tchl Supp Anl 2 Tx,92294,105814
"University of California, Los Angeles",Gsr-Partial Fee Rem,1766,1766
"University of California, Los Angeles",Clin Nurse 2,84279,101111
"University of California, Los Angeles",Asst Adj Prof-Ay-1/9,5333,5333
"University of California, Santa Barbara",Stdt 1,109,109
"University of California, San Francisco",Clin Lab Sci Spec Sr,113512,117869
"University of California, San Francisco",Acad Prg Mgt Ofcr 5,119478,119478
"University of California, Davis",Stdt 2,714,714
"University of California, Davis",Jr Specialist Nex,11140,11140
"University of California, Santa Barbara",Prof-Ay,183267,270988
"University of California, Los Angeles",Teachg Fellow-Gship,6157,21991
"University of California, Santa Barbara",Stdt Volunteer,0,105
"University of California, Davis",Pat Rcds Abstractor 3,82918,88146
"University of California, Irvine",Pharmacy Tchn 1 Pd,23390,23823
"University of California, Santa Barbara",Stdt Aid Outside Agency,821,821
"University of California, San Diego",Tut-Gship,8041,8041
"University of California, Irvine",Assoc Prof-Ay-B/E/E,141821,257916
"University of California, Davis",Clin Nurse 2,111027,117183
"University of California, San Diego",HS Clin Prof-Hcomp,146450,172124
"University of California, Davis",Resid Phys/Subspec 4-8/Non Rep,44382,50182
"University of California, Irvine",Gsr-Full Fee Rem,5179,5179
"University of California, Santa Barbara",Assoc In __ -Ay-1/9-Gship,2706,2706
"University of California, Riverside",Stdt Activities Appt Official,0,770
"University of California, San Diego",Third Engr Ast,11709,19590
"University of California, Santa Cruz",Teachg Asst-Gship,15197,15197
"University of California, Davis",Proj Scientist-Fy,91415,92915
"University of California, Davis",Advocate 3,62623,62623
"University of California, Los Angeles",Blank Ast 2 Pd,18310,18346
"University of California, San Diego",Asst Prof-Ay,59558,59558
"University of California, Los Angeles",Postdoc-Employee,58010,58010
"University of California, Santa Cruz",Gsr-Partial Fee Rem,31993,31993
"University of California, San Francisco",Pat Navgtr Non-Clin 3,53568,58255
"University of California, Los Angeles",Assoc In __ -Ay-1/9-Gship,21441,21866
"University of California, Davis",Clin Nurse 2,149536,164747
"University of California, Berkeley",Stdt 3,7355,7355
"University of California, Davis",Sra 2 Nex,64061,65161
"University of California, Irvine",Stdt 4,1785,1785
"University of California, Los Angeles",Sterile Processing Tchn 2,38025,40865
"University of California, Berkeley",Tut-Non Gship,816,816
"University of California, Irvine",Stdt 4,3101,3101
"University of California, San Diego",Med Ctr Food Svc Worker,11306,12827
"University of California, San Francisco",Gsr-Full Fee Rem,10625,10625
"University of California, San Francisco",Clin Nurse 2,182157,216055
"University of California, Berkeley",Stdt 2,880,880
"University of California, Los Angeles",Artist,0,865
"University of California, Santa Barbara",Stdt Rsdnc Halls,0,1536
"University of California, San Diego",Postdoc-Employee,18180,18180
"University of California, Los Angeles",Resc Nurse Pd,113857,140185
"University of California, San Diego",Teachg Asst-Gship,9659,9659
"University of California, Davis",Sra 3,70873,70873
"University of California, San Francisco",Radlg Svc Supv 2,170179,178611
"University of California, Santa Cruz",Gsr-Partial Fee Rem,31557,36812
"University of California, Santa Barbara",Acad Achievement Cnslr 3,63061,63061
"University of California, Davis",Asst Specialist Coop Ext,36488,36488
"University of California, Los Angeles",Progr Anl 3,97409,97409
"University of California, Los Angeles",Clin Nurse 2,21868,23372
"University of California, San Francisco",Health Profns Educ Spec 2,83219,83219
"University of California, Santa Cruz",Tchn,11171,11423
"University of California, Irvine",Academic Coord II-Fy,134146,134146
"University of California, Santa Cruz",Asst Prof-Ay-B/E/E,120417,134261
"University of California, Irvine",Stdt Recr 1,2555,2601
"University of California, Santa Barbara",Teachg Asst-Gship,22720,26824
"University of California, Los Angeles",Teachg Asst-Gship,16848,16848
"University of California, San Diego",Clin Nurse 2,82256,87725
"University of California, Davis",Tut-Non Gship,4927,4927
"University of California, Los Angeles",Lab Helper,45631,47131
"University of California, San Diego",Rsch Adm 3,8083,8083
"University of California, Davis",Stdt 2,4346,4346
"University of California, Los Angeles",SRA 2 Nex,17199,22430
"University of California, San Francisco",Clin Nurse 2,162716,172749
"University of California, Berkeley",Gen Accountant 4,110594,111094
"University of California, Berkeley",Stdt 2,3638,3638
"University of California, Irvine",Supv Teacher Ed-Ay,1772,1772
"University of California, Davis",Bus Intel Spec 4,149654,153695
"University of California, San Francisco",Blank Ast 3,76708,77766
"University of California, San Francisco",Tchl Project Mgt Profl 3,111461,111461
"University of California, San Francisco",Clin Nurse 2,122091,136272
"University of California, Davis",Postdoc-Employee,26383,26383
"University of California, Berkeley",Financial Svc Anl 3,78819,78819
"University of California, San Francisco",Asc Physcn Diplomate,38439,71608
"University of California, Berkeley",Prof-Ay,222325,274049
"University of California, Berkeley",Career Svc Spec 4,96888,96888
"University of California, Davis",Prof-Fy,235967,265967
"University of California, Berkeley",SRA 2,56239,56239
"University of California, Berkeley",Stdt 4,4000,4000
"University of California, Berkeley",Food Svc Worker Sr,0,835
"University of California, Davis",Asst Prof-Ay,87933,87933
"University of California, San Diego",Tut-Gship,7327,7327
"University of California, Santa Cruz",Bus Sys Anl 3,64600,66600
"University of California, Davis",Stdt 2 Anr,4014,4014
"University of California, San Francisco",Res-Fy,118300,118300
"University of California, San Diego",Tut-Gship,3136,3136
"University of California, San Diego",Teachg Asst-Gship,2668,2668
"University of California, Los Angeles",Stdt 4,2052,2052
"University of California, Riverside",User Exp Designer 3,87193,89193
"University of California, Merced",Academic Coord II-Fy,99379,99379
"University of California, San Diego",Resid Phys/Subspec 4-8/Rep,46028,80035
"University of California, Los Angeles",HS Clin Instr-Hcomp,119400,256339
"University of California, Davis",Electrn,78618,78845
"University of California, San Diego",Histo Tchno 2,80246,82822
"University of California, Berkeley",Stdt 2,3600,3600
"University of California, Santa Cruz",Lect-Ay,67650,68310
"University of California, San Francisco",Revenue Cycle HC Anl 4,27433,27433
"University of California, Merced",Info Sys Anl 3,81002,81002
"University of California, San Diego",Teachg Asst-Gship,22720,29560
"University of California, San Diego",Stdt 4,1845,1845
"University of California, Los Angeles",Resid Phys I/Rep,29638,38283
"University of California, Los Angeles",Fac Mech,63646,63658
"University of California, Los Angeles",Stdt 1,2175,2175
"University of California, Davis",Stdt 2,308,308
"University of California, Los Angeles",Blank Ast 2,45359,49936
"University of California, Irvine",Clin Nurse 2,125377,139943
"University of California, Riverside",Teachg Asst-Gship,22720,26740
"University of California, San Francisco",Clin Rsch Crd,65390,65390
"University of California, Los Angeles",Teachg Fellow-Gship,24933,24933
"University of California, San Francisco",Hosp Blank Ast 3,61982,66485
"University of California, Berkeley",Stdt 2,2244,2244
"University of California, Berkeley",Gsr-Tuit & Fee Rem,41633,41633
"University of California, Riverside",Blank Ast 3,21217,23212
"University of California, Davis",Resid Phys II-Viii/Non Rep,71077,80170
"University of California, Berkeley",Recall Teaching,8004,8004
"University of California, Santa Barbara",Prof-Ay,200617,274217
"University of California, Los Angeles",Clin Nurse 3,170892,171834
"University of California, Davis",Stdt 2,5133,5149
"University of California, San Diego",Lab Ast 1,36978,36978
"University of California, Santa Cruz",Lect-Ay,64679,64679
"University of California, Los Angeles",Language Ast,1013,1013
"University of California, Los Angeles",SRA 2 Nex,21083,22744
"University of California, San Francisco",Tchn Prn,24386,25414
"University of California, Los Angeles",Perf Artist 2,1968,1968
"University of California, Irvine",Assoc Prof-Ay,118883,118883
"University of California, San Francisco",Auto Equip Opr Prn,62268,65584
"University of California, Irvine",Resid Phys II-Viii/Rep,66453,73870
"University of California, Los Angeles",Stdt Svc Advisor 2,54309,54808
"University of California, Berkeley",Recr Prg Instr 2,57107,58107
"University of California, Los Angeles",Exec Ast 4,98497,103422
"University of California, San Diego",Stdt 3,8736,8739
"University of California, Berkeley",Stdt 3,423,423
"University of California, San Diego",Pat Bill And Coll Repr 3,56702,56702
"University of California, Irvine",Library Ast 4,54974,54974
"University of California, Santa Barbara",Teachg Asst-Gship,22738,22738
"University of California, Davis",Stdt 2,469,469
"University of California, San Francisco",SRA 2 Nex,12869,12869
"University of California, Irvine",Stdt 4,3158,3158
"University of California, San Diego",Med Ast 2,21163,21203
"University of California, San Francisco",Practice Crd 2,66055,66633
"University of California, Los Angeles",Financial Anl Mgr 2,219005,220505
"University of California, Santa Barbara",Stdt Svc Advisor 3,85229,86274
"University of California, Berkeley",Admissions Evaluator 3,4800,4800
"University of California, San Francisco",Clin Nurse 2,157902,159194
"University of California, Davis",Stdt 2,5822,6928
"University of California, Davis",Custodian,5680,5844
"University of California, San Francisco",Prof Of Clin-Hcomp,188904,258266
"University of California, Los Angeles",Signmaker,66512,67181
"University of California, San Francisco",Lab Rsch Supv 1,66352,66352
"University of California, Santa Barbara",Fac Mgt Spec 4,90014,107794
"University of California, Davis",Oth Post-Md Train 2-8/Non Rep,53900,59700
"University of California, San Diego",Tut-Gship,5219,5219
"University of California, Davis",Institutional Rsch Mgr 1,142465,142465
"University of California, San Francisco",Resid Phys II-Viii/Rep,69069,118785
"University of California, Merced",Stdt 3,9416,9416
"University of California, Davis",Stdt Acad Advisor 3,76643,76643
"University of California, Los Angeles",Bus Sys Anl 3,89461,89961
"University of California, San Diego",Resp Ther 1,53284,60211
"University of California, Davis",Electrn,72744,82160
"University of California, Los Angeles",Custodian Sr,37355,40038
"University of California, Davis",Asc Physcn,228966,248532
"University of California, Merced",Dean,299997,299997
"University of California, Davis",Hosp Blank Ast 1,1263,1334
"University of California, Los Angeles",EHS Spec 3,73609,73609
"University of California, San Diego",Clin Nurse 2,62719,71461
"University of California, San Francisco",Clin Nurse 2,161582,166595
"University of California, Davis",Clin Nurse 2,15649,17727
"University of California, Los Angeles",Blank Ast 3,53149,53729
"University of California, San Diego",Oth Post-Md Train 2-8/Rep,2509,29138
"University of California, Los Angeles",Stdt 3,16635,16635
"University of California, Berkeley",Postdoc-Employee,0,515
"University of California, Merced",Remd Tut I-Non Gship,9125,9125
"University of California, Los Angeles",Asst Proj Scientist-Fy,70167,70167
"University of California, Davis",Privacy And Cmplnc HC Profl 4,93202,97471
"University of California, San Diego",HS Assoc Clin Prof-Hcomp,81538,118392
"University of California, Berkeley",Custodian Sr,54635,59297
"University of California, Riverside",Teachg Asst-Gship,10031,10031
"University of California, San Diego",Cmty Health Outr Profl 3,50034,50034
"University of California, San Francisco",Clin Nurse 2,0,197
"University of California, Los Angeles",Blank Ast 2,24102,24802
"University of California, San Francisco",Clin Nurse 2,154524,211857
"University of California, San Diego",Lect Soe-Ay-B/E/E,135583,168894
"University of California, San Francisco",Assoc Prof In Res-Hcomp,104417,134354
"University of California, Irvine",Physcn Network Dev Spec 4,135369,147794
"University of California, Merced",Stdt Acad Advisor 3,60750,60750
"University of California, San Diego",Rsch Adm 3,64803,67303
"University of California, Santa Barbara",Fundraiser 5,131625,131625
"University of California, Irvine",Comm Spec 3,76192,76692
"University of California, Los Angeles",Acad HR Anl 4,101253,106595
"University of California, San Francisco",Rsch Adm 4,106217,107652
"University of California, Riverside",Teachg Asst-Gship,2508,3608
"University of California, San Diego",Payroll Anl 2,7140,7266
"University of California, Davis",Stdt 2,3634,4008
"University of California, San Diego",Info Sys Anl 1,33279,35885
"University of California, Davis",Stdt 3,8012,8012
"University of California, Berkeley",Broadcast Comm Mgr 1,108003,108003
"University of California, Santa Barbara",Remd Tut I-Non Gship,1706,1706
"University of California, Davis",Stdt 4,0,1200
"University of California, Los Angeles",Postdoc-Employee,17500,17500
"University of California, San Diego",Telemetry Tchn,42582,50850
"University of California, San Francisco",Oth Post-Md Train 2-8/Rep,0,800
"University of California, San Francisco",Practice Crd 2,65909,66827
"University of California, Santa Barbara",VIS Asst Prof,86358,86358
"University of California, San Diego",Clin Social Worker 2 Pd,9100,9247
"University of California, Los Angeles",Custodian Sr,25063,26961
"University of California, Davis",Occupational Ther 3 Ex,139189,139189
"University of California, Santa Barbara",Stdt Svc Advisor 2,58901,58901
"University of California, San Diego",Asst Prof-Ay,110250,146817
"University of California, Davis",Stdt 4,14024,14024
"University of California, Irvine",Industry Allns Spec 3,50008,50008
"University of California, Davis",Clin Nurse 2,161744,222702
"University of California, Santa Cruz",Postdoc-Employee,7050,7050
"University of California, Davis",Clin Nurse 3,136855,158592
"University of California, Santa Cruz",Res-Fy-B/E/E-Non Rep,143975,143975
"University of California, San Diego",Stdt 3,1878,1886
"University of California, Santa Barbara",Stdt 1,1568,1568
"University of California, Davis",Applications Progr 3,83425,83425
