order_id,company,account_manager,address,city,state,zip_code,cost,sales
71b115ba,Cochran-Andrews,Stanley Hudson,8684 Cameron Drive Apt. 274,Meltonport,AR,47447,27.5,41.3
71b115ee,Nelson-Smith,Andy Bernard,3903 Thompson Shoals Apt. 958,Bakerbury,MS,32766,181,271.5
71b1161e,Riddle Group,Dwight Schrute,224 Diane Trafficway,South Derekville,SD,78495,220,330
71b1165c,Conner-Phillips,Kevin Malone,74372 Hernandez Ranch Apt. 832,West Angelaville,MO,54730,82.5,123.8
71b1168c,Holt-Burke,Stanley Hudson,001 Sparks Plain,Laramouth,OR,71090,99.6,149.4
71b116c0,Fuentes Group,Stanley Hudson,95757 Dominguez Stream Apt. 589,Davisview,FL,36876,71.7,107.6
71b116fa,Maddox Inc,Creed Patton,77877 Butler Flat,South Alecchester,AK,16187,300,450
71b1172e,Ford LLC,,4484 Robert Stream,West Brittany,DC,94021,82.5,123.8
71b11762,Daniel Group,Ryan Howard,1068 Mitchell Heights Suite 146,East Jamestown,AL,11992,38.5,57.7
71b11792,Parsons and Sons,Andy Bernard,377 Timothy Village,North Courtneyberg,CO,23026,125.9,188.9
71b117cc,Lester Ltd,Phyllis Vance,469 Flores Cape Apt. 001,Garnerfort,ND,72226,39.7,59.6
71b11800,"Martinez, Rodriguez and Hanson",Andy Bernard,8686 Susan Coves,North Jennifer,ME,73854,53.3,79.9
71b11834,Bishop Inc,Meredith Palmer,6948 Catherine Lane,Bonnieport,WA,35349,224.9,337.4
71b1186e,"Alexander, Huerta and Parker",Dwight Schrute,93871 Moore Gateway,East Geraldshire,MD,71500,45,67.5
71b1189e,Griffin-Thomas,Dwight Schrute,16053 Anthony Canyon Suite 873,North Makaylashire,WA,33000,30,45
71b118d2,Buchanan Inc,Andy Bernard,217 Michael Locks,Lewisview,MD,96789,72.4,108.6
71b1190c,Phillips-Osborne,Andy Bernard,443 Jonathan Locks,West Angela,CT,40857,19.3,29
71b11940,Nunez and Sons,,39732 Rodgers Fields Apt. 192,Kirbyfort,OR,90837,86.6,129.9
71b11974,"Malone, Smith and Larson",,600 Edward Mill,West Timshire,ME,48968,62.5,94.9
71b119ae,Clark Group,,4478 Nicholas Trace,Christopherberg,IN,94568,152.5,228.8
71b119e2,"Ibarra, Palmer and Bowers",Creed Patton,6778 Erik Locks Suite 582,Christopherland,KY,1297,67.5,101.3
71b11a12,Torres-Murray,,318 Albert Plains,Mccoyview,NM,9558,72,108
71b11a4c,"Williams, Russell and Jones",Andy Bernard,76901 Michelle Brook Apt. 582,Lake Thomaston,MA,77260,104.9,157.4
71b11a80,Roberts-Morgan,Dwight Schrute,4607 William Locks,Petershire,SC,17644,200,300
71b11ab4,Jackson Inc,Creed Patton,456 James Ranch,Joneschester,KS,73431,55,82.5
71b11aee,Fletcher-Kelley,Stanley Hudson,4378 Lambert Isle Suite 052,Cunninghammouth,RI,84443,149.9,224.9
71b11b1e,Carter-Tyler,,8904 Logan Gateway Apt. 746,Manningside,TN,7399,100,150
71b11b52,Payne-Brown,,8279 King Heights Apt. 910,Kimberlyfort,SD,26323,50,75
71b11b8c,Scott-Wallace,Michael Scott,1189 Smith Light,Port Tommychester,AK,33678,270,405
71b11bc0,Franklin-Taylor,Dwight Schrute,3955 Nathan Mall,Schultzshire,VA,97918,150,224.9
71b11bf4,Abbott-Murray,Andy Bernard,39366 Thompson Plaza Apt. 877,Normanborough,KS,11322,110.4,165.6
71b11c2e,"Nelson, Hancock and Mendez",Creed Patton,28648 Dunn Dale Apt. 535,Paulland,KY,93866,74.9,112.4
71b11c62,Savage-Kennedy,Stanley Hudson,9669 Hall Glens Apt. 076,Lake Andrea,MS,85262,130,195
71b11c92,Nguyen-Pacheco,,27158 Ford Isle Suite 626,New Stephenmouth,AK,66559,65,97.5
71b11ccc,Winters-Williams,Dwight Schrute,111 Christopher Terrace,Amyland,WI,7863,65,97.5
71b11d00,"Moore, Banks and Newman",Creed Patton,40032 White Court,Carmenview,CO,33544,78.4,117.6
71b11d34,"Taylor, Jarvis and Walsh",Phyllis Vance,086 Lopez Drive,North Jessica,MA,58060,105,157.5
71b11d6e,Jones-Kim,Dwight Schrute,707 Jonathan Summit,Rebeccaburgh,NJ,16322,262.2,393.3
71b11d9e,"Clark, Guerra and Reeves",Dwight Schrute,31708 Jeffery Parkway,East Tanyaview,IA,28565,115,172.5
71b11dd2,Mitchell PLC,Dwight Schrute,80767 Christensen Lake Suite 513,Lake Melissastad,IN,96421,71,106.5
71b11e0c,Melton Inc,Andy Bernard,232 Daniel Island Suite 644,Mcleanchester,IA,95360,82.5,123.8
71b11e40,Ramirez-Crawford,Kevin Malone,152 Erica Locks Suite 225,Baileymouth,WA,48278,54.7,82.1
71b11e74,"Curry, Young and Ortiz",Ryan Howard,7003 Jonathan Pike Apt. 638,Josephfurt,WY,11566,319.9,479.9
71b11eae,Foster LLC,Andy Bernard,486 Mcguire Ways,Markland,ID,39104,69.2,103.8
71b11ee2,Jackson-Sawyer,Phyllis Vance,44939 Riley Extensions Apt. 773,Sarahfort,PA,95859,115,172.5
71b11f12,Roman-Garrett,Phyllis Vance,6374 Michele Forges,New Brittany,SC,2309,293,439.5
71b11f4c,Huff-Riley,Phyllis Vance,8419 Brittany Trail Suite 570,Leemouth,OH,5947,158.3,237.5
71b11f80,"Williams, Russell and Jones",,76901 Michelle Brook Apt. 582,Lake Thomaston,MA,77260,71.1,106.7
71b11fba,Burke LLC,Dwight Schrute,89006 White Mountains Suite 279,Lake Adam,IN,15096,180,270
71b11fee,"Maldonado, Owens and Lowe",,277 Harding Plains,New Allison,IL,51528,207.6,311.4
71b1203e,Parker Ltd,,7846 Olson Ridge Apt. 859,New Jennifer,NM,2737,53,84.5
71b12070,"Byrd, Blackburn and Nelson",Dwight Schrute,890 Karen Overpass,West Cynthia,CT,68872,149.8,224.7
71b120ac,"Ingram, Washington and Anderson",,961 Michael Lake Apt. 492,New Geoffrey,MD,24009,49.9,74.9
71b120de,"Scott, Mitchell and Schwartz",Dwight Schrute,8605 Peter Radial Suite 867,West Michael,MA,72652,114.9,172.4
71b1211a,"Blackwell, Brown and Hogan",,1856 Erica Drive Apt. 949,Sherryburgh,DE,99301,68.3,102.4
71b1214c,Roberts-Morgan,Stanley Hudson,4607 William Locks,Petershire,SC,17644,54,81
71b1217e,Reed-Jenkins,,6227 Ashley Villages,Flemingberg,NJ,45100,33.9,50.9
71b121ba,"Zuniga, Davis and Moore",Ryan Howard,2856 Thomas Drives Apt. 207,North Pamelabury,WA,45753,104.9,157.4
71b121ec,"Nunez, Hamilton and Padilla",Andy Bernard,9312 Patricia Pine,Ronaldhaven,VA,57826,264.9,397.4
71b12228,"Clark, Bailey and Reyes",Andy Bernard,38766 Brett Junction Apt. 670,North Chelsea,ID,23319,64.7,97.1
71b1225a,Singleton-Rogers,Dwight Schrute,20452 Daniel Groves,Howellfort,WY,65786,112.6,169
71b1228c,Campbell Ltd,Pam Beesly,325 Tamara Key Suite 932,East Larry,CA,67771,114,171
71b122c8,Gray LLC,Pam Beesly,4569 Victoria Trail,Blakebury,SC,3317,113.4,170.1
71b122fa,"Flowers, Gomez and Welch",,81835 Christopher Loop,Gomeztown,RI,53737,190,285
71b1232c,Williamson-Pena,Andy Bernard,43487 Hunter Shore Apt. 993,South Seanfort,FL,95242,79.2,118.8
71b12368,"Stout, Green and Foster",Phyllis Vance,574 David Expressway,New Sandrafurt,VT,27687,175,262.5
71b1239a,"Nelson, Hancock and Mendez",Kevin Malone,28648 Dunn Dale Apt. 535,Paulland,KY,93866,140.4,210.5
71b123d8,Hill LLC,,412 Reed Burgs,Amandaview,WV,62962,155,232.5
71b12408,"Aguirre, Dominguez and Smith",Kevin Malone,9043 Hood Prairie,Guerrabury,MN,90707,76.2,114.3
71b1243a,Phillips-Osborne,Dwight Schrute,443 Jonathan Locks,West Angela,CT,40857,40,60
71b12476,Cain-Ward,Dwight Schrute,5923 Stevens Islands Apt. 558,Karenburgh,WI,44728,74.6,111.9
71b124a8,Bates-Jimenez,Creed Patton,02658 Colleen Prairie Apt. 012,New Susan,ME,3866,157.4,236.1
71b124da,Horton-Moreno,Andy Bernard,822 Flores Radial,East Gregory,FL,1715,95,142.5
71b12518,"Richmond, Smith and Cox",Stanley Hudson,38094 Sexton Cape,Vincentmouth,PA,16241,114.9,172.4
71b12548,"Oneal, Brewer and Salazar",,238 Robinson Fords,Leefort,WY,88285,185,277.5
71b1257a,Cooper-Ryan,,73851 Powell Road Suite 147,South Maryshire,HI,67732,155.7,233.6
71b125ac,Brown and Sons,Andy Bernard,49898 Harrison Camp Apt. 744,North Jacqueline,IN,10965,150.7,226.1
71b125e8,Walsh-Alvarado,,64889 Joseph Summit Apt. 680,Rodgersside,TX,91900,33.7,50.6
71b1261a,Miller-Reyes,,988 Gonzalez Stravenue,East Eric,IN,15366,54.2,81.3
71b1264c,Campbell Ltd,Andy Bernard,325 Tamara Key Suite 932,East Larry,CA,67771,55,82.5
71b12688,Frye-Ferguson,Dwight Schrute,12962 Latoya Trace,Aguilarville,AK,59142,78.7,118.1
71b126ba,Fuentes Group,Creed Patton,95757 Dominguez Stream Apt. 589,Davisview,FL,36876,39.7,59.5
71b126ec,Middleton Group,Michael Scott,211 Perez Inlet Apt. 323,New Tamaraton,NM,47933,165,247.5
71b12728,Perez-Baker,Creed Patton,60673 Rivera Neck,Georgemouth,IL,56012,110.6,165.9
71b1275a,"Davis, Peterson and Carpenter",Stanley Hudson,57958 Kaufman Haven Apt. 660,Emilyhaven,DC,92125,46.2,69.3
71b1278c,Lewis-Foster,Dwight Schrute,9726 Smith Lakes,Lake Marcville,VT,96941,69.6,104.4
71b127c8,Gamble-Hughes,,5248 Thomas Terrace,Lake Paulport,ID,66903,175,262.5
71b127fa,Cantrell-Nash,Stanley Hudson,4086 Smith Cove Suite 438,New Roy,MI,88880,70.4,105.7
71b1282c,Wright-Valentine,Michael Scott,28211 Ward Manors,Nguyenside,WV,83653,33.7,50.6
71b1285e,Anderson Group,Dwight Schrute,2219 Donald Pine Suite 555,Lake Dan,RI,67633,71.7,107.6
71b1289a,"Davis, Richardson and Boyd",Stanley Hudson,5993 Joseph Plain,Schultzfurt,MD,89088,25.4,38.1
71b128cc,Meza-Mata,Dwight Schrute,4097 Vincent Summit,Brittneychester,CA,13334,175,262.5
71b128fe,Hill Inc,Andy Bernard,09308 Danielle Canyon Apt. 204,Sarahfurt,LA,3480,203.4,305.1
71b1293a,Tran-Lamb,Andy Bernard,20150 Bowers Streets Suite 307,Weavermouth,NY,66543,100,150
71b1296c,Miller-Reyes,Andy Bernard,988 Gonzalez Stravenue,East Eric,IN,15366,130,195
71b1299e,"Harris, Johnson and Moyer",Stanley Hudson,1827 Peterson Station Apt. 056,Buckleymouth,PA,31172,37.3,55.9
71b129da,"Roy, Johnson and Soto",Andy Bernard,284 Reynolds Lake,South Aaron,MA,31896,48.3,72.5
71b12a0c,"Mathis, Johnson and Roberts",Andy Bernard,129 Kaufman Mountains Apt. 055,Harryview,WA,58298,150,225
71b12a3e,"Boyd, Payne and Hayes",Michael Scott,2783 Morris Flats,Marymouth,FL,33272,34,51
71b12a7a,Vargas Inc,Andy Bernard,2413 Huerta Station Suite 503,Orozcomouth,ND,24886,69.2,103.8
71b12aac,Collins-Mcgee,Michael Scott,17430 Ellen Curve Suite 921,Toddville,MA,7437,111.8,167.7
71b12ade,Edwards-Rodriguez,Michael Scott,312 Robert Trace Apt. 930,Port Austin,GA,91179,115.4,173.1
71b12b1a,"Johnson, Pratt and Warren",Ryan Howard,1840 Jennifer Glen Suite 269,Jonesborough,KY,4669,85.7,128.6
71b12b4c,Gamble-Hughes,,5248 Thomas Terrace,Lake Paulport,ID,66903,157.5,236.3
71b12b7e,Bennett-Smith,Dwight Schrute,4542 Keith Burgs,Jacksonmouth,MA,56533,33.1,49.7
71b12bba,Velazquez Inc,Stanley Hudson,638 Johnson Brooks Suite 078,Faithton,MT,6916,129.9,194.9
71b12bec,"Strong, Benson and Peck",Dwight Schrute,05381 Ryan Squares Suite 499,Brownhaven,ND,73738,40,59.9
71b12c28,Nelson-Ferguson,,69848 Heather Estate Apt. 565,Smithstad,FL,90306,25,37.5
71b12c5a,Guerra-Powell,,9465 Gardner Falls Suite 514,Branchberg,TX,27757,69.2,103.8
71b12c8c,"Higgins, Butler and Brown",,05427 Taylor Plain,Taylorview,IL,74878,165,247.5
71b12cc8,"Holmes, Banks and Floyd",Dwight Schrute,692 Wells Rapids Apt. 719,Robertside,NV,34353,276.9,415.4
71b12cfa,Patterson-Fox,Dwight Schrute,044 Ramirez Crossroad Apt. 562,Sarahshire,IN,21197,110.7,166.1
71b12d2c,Ruiz Inc,Andy Bernard,486 Ross Plaza,Joefort,IL,77130,184.9,277.4
71b12d7a,"Dodson, Garcia and Alvarado",Michael Scott,9903 Gibson Groves Apt. 445,Simmonstown,DC,93234,185.1,277.7
71b12db8,Valdez-Cantrell,Creed Patton,520 Mcguire Bridge,North Jonathanton,IN,33389,80,119.9
71b12df4,Lewis-Jones,Dwight Schrute,50849 Andrew Summit,Devonfurt,MN,36110,293,439.5
71b12e26,Yoder-Kelly,Dwight Schrute,5738 Christina Manor,Floresstad,FL,91096,67.5,101.3
71b12e58,Lucero Group,Meredith Palmer,84566 Jason Squares Apt. 396,North Beverlyton,KS,15221,217.7,326.6
71b12e94,Roach-Castro,Stanley Hudson,557 Ross Trail,Brandonchester,NM,67106,199.9,299.9
71b12ec6,"Russell, Johnson and Powers",Andy Bernard,0513 Whitney Mission,Williamsonville,TN,69579,65,97.5
71b12f02,Walsh-Ponce,Dwight Schrute,2880 Jacob Brooks Apt. 894,Chelseamouth,IN,89120,42.3,63.5
71b12f34,Harris-Marquez,Creed Patton,74060 Larson Islands Suite 097,Millsville,NC,25477,92.5,138.8
71b12f66,Moss-Hughes,Kevin Malone,734 Kayla Fork Suite 909,Austinburgh,UT,62341,180,270
71b12f98,"Carlson, Padilla and Price",Dwight Schrute,18233 Hendricks Junctions,Vazquezfurt,WV,31409,35,52.5
71b12fd4,"Lewis, Johnston and Williams",Stanley Hudson,908 Aaron Plaza Suite 308,East Adam,MA,42247,86.3,129.5
71b13006,James-Barr,Pam Beesly,7102 Tate Underpass,Staceybury,AR,28913,96.5,144.7
71b13038,Hansen-Frazier,Dwight Schrute,690 Hill Coves Apt. 337,North Angela,PA,67840,153.3,230
71b13074,"Ward, Mckee and Smith",Andy Bernard,22474 Ford Oval Suite 940,East Joseph,NC,13593,84.9,127.4
71b130a6,"Pope, Martinez and Smith",Ryan Howard,19507 Myers Station Suite 844,Kevinfort,WA,95538,104.9,157.4
71b130d8,"Hart, Stein and Martin",Michael Scott,1546 Hudson Well,East Danielle,OR,72523,33.9,50.9
71b1310a,"Mullins, Johnson and Herrera",Andy Bernard,451 Stacy Keys Apt. 934,Smithside,MO,93875,20.5,30.7
71b13146,"Garcia, Sims and Murphy",Andy Bernard,156 Morales Haven Suite 150,South Leslie,NJ,13025,53.3,80
71b13178,"Hammond, Soto and Jenkins",,4095 Williams Shore,Crystalburgh,NH,53432,71.7,107.6
71b131a8,Ford-Wilson,Michael Scott,7582 Allison Plains Apt. 477,Jessicafort,CA,38470,72.5,108.8
71b131e6,Henry and Sons,,762 Jessica Ridges Apt. 763,South Kevin,WY,24749,93.6,140.4
71b13218,Snyder and Sons,Kevin Malone,08202 Snyder Springs Apt. 860,New Lance,SC,67390,104.9,157.4
71b1324a,Ramirez Group,,3955 Martinez Key,West Jamesmouth,WV,47237,59.2,88.8
71b13286,Brown Group,Stanley Hudson,36457 Lane Burgs,South Williamtown,NY,70467,125.9,188.9
71b132b8,Ferguson LLC,Andy Bernard,4128 James Course Suite 919,Port Williamshire,OR,23127,30.6,45.9
71b132e8,"Bird, Scott and Schroeder",,589 Ortiz Drive Apt. 975,West Jill,SC,60915,87.4,131.1
71b13326,Hanna-Jacobson,,467 Craig Shores Apt. 652,Port Vincent,MI,32128,80,120
71b13358,"Christian, Garcia and Moore",,24261 Perez Cove Apt. 642,West Craig,GA,5763,55,82.4
71b1338a,"Santiago, Glenn and Waters",Stanley Hudson,6598 Mcdonald Mill Apt. 790,New Kennethbury,NC,42197,32.5,48.8
71b133c6,Frye-Ferguson,Ryan Howard,12962 Latoya Trace,Aguilarville,AK,59142,103.3,155
71b133f8,Johnson Ltd,Phyllis Vance,517 Peters Valleys Apt. 467,Stephanieberg,AZ,86116,69.2,103.8
71b13428,Nguyen-Mcgrath,,37310 Aguilar Lodge Suite 465,New Phillip,VA,16718,220.4,330.6
71b1345c,"Ibarra, Palmer and Bowers",Andy Bernard,6778 Erik Locks Suite 582,Christopherland,KY,1297,11.3,17
71b13498,Carlson-Garcia,Stanley Hudson,0266 Carlos Station,Christinastad,WV,76525,69.2,103.8
71b134ca,White Inc,Andy Bernard,4907 Christina Lakes,Cunninghamville,AK,21372,62.3,97.2
71b134fa,Oconnor and Sons,Stanley Hudson,731 Christopher Terrace Apt. 892,North Johnchester,OR,93284,40.5,60.8
71b1352e,Ryan-Aguirre,Dwight Schrute,11847 Golden Fords Suite 808,Mariaport,MN,8708,96.5,144.8
71b13568,"Gonzalez, Moss and Sanchez",Dwight Schrute,1857 Brooks Cliffs Apt. 679,Jamiehaven,NM,7134,113.4,170.1
71b1359c,"Williams, Parker and Young",Michael Scott,8419 Smith Parkway,Lake Stephanie,IA,2248,129.7,194.6
71b135cc,Phillips Inc,Andy Bernard,3628 Emily Stream,Port Tinaborough,WI,55957,10,15
71b13600,Long LLC,Kevin Malone,710 Hicks Stream,Seanbury,DC,83205,125.9,188.9
71b1363a,Rivera Group,,40338 Kelly Overpass,Owensfurt,NV,31249,27.5,41.3
71b1366e,Johnson Ltd,Creed Patton,517 Peters Valleys Apt. 467,Stephanieberg,AZ,86116,55,82.5
71b1369e,Turner LLC,Dwight Schrute,436 David Fort,Brownport,IL,68128,70,104.9
71b136d2,Sutton-Murillo,Creed Patton,944 Barbara Plains Apt. 896,Brownport,SC,14652,130,195
71b1370c,Burke Group,,8006 Robert Lake Suite 855,West Laurenport,CA,5413,165,247.5
71b13740,Morris-Johnson,Michael Scott,42184 Jade Well Apt. 982,Christopherbury,KS,58291,346.4,519.6
71b13774,Preston-Guerrero,Phyllis Vance,49618 Stafford Square Suite 316,Lake Richardfort,OR,96162,78.4,117.6
71b137ae,Leach and Sons,,329 Anna Corners Suite 763,Edwardschester,NM,21660,23.3,35
71b137e2,Newman Ltd,Phyllis Vance,5462 Jacqueline Mission Suite 067,Lake Trevor,AL,49301,75,112.5
71b13812,"Diaz, Smith and Lowe",,3842 Wilson Villages,Heathertown,TN,42666,89.8,134.7
71b13846,"Keller, Coleman and Ramos",Creed Patton,95057 Collins Tunnel Apt. 075,Port Joshua,IL,95636,120.7,181.1
71b13876,Franklin-Taylor,Andy Bernard,3955 Nathan Mall,Schultzshire,VA,97918,67.5,101.3
71b138b4,Terrell-Barrera,Dwight Schrute,99187 Dana Skyway Apt. 569,North Jenniferville,SC,58568,199.9,299.9
71b138e4,"Holmes, Banks and Floyd",Andy Bernard,692 Wells Rapids Apt. 719,Robertside,NV,34353,71.7,107.6
71b13918,Turner-Estrada,Meredith Palmer,832 Lawson Junctions,Grahamland,VA,96015,54.9,82.4
71b13952,"Roy, Johnson and Soto",Creed Patton,284 Reynolds Lake,South Aaron,MA,31896,73.5,110.2
71b13986,Hatfield-Lopez,Creed Patton,7807 Mack Parks,Robinmouth,NC,33301,99.9,149.9
71b139b6,Taylor Ltd,Phyllis Vance,1291 Steven Courts Suite 207,East Chris,OH,28525,48.4,72.6
71b139f4,"Keller, Coleman and Ramos",Kevin Malone,95057 Collins Tunnel Apt. 075,Port Joshua,IL,95636,157.4,236.1
71b13a24,Fischer and Sons,Andy Bernard,73492 Peterson Coves Suite 646,Westbury,NE,67004,155.9,233.9
71b13a62,Smith-Dominguez,Creed Patton,414 Darryl Mill Suite 319,New Samantha,MD,71064,24.2,36.3
71b13aa6,Jackson-Sawyer,Andy Bernard,44939 Riley Extensions Apt. 773,Sarahfort,PA,95859,150,224.9
71b13ad8,Gonzales Inc,Andy Bernard,9509 Harrell Ways,Sherishire,SD,76839,105,157.5
71b13b14,Adams-Small,Dwight Schrute,57735 Nancy Corners,Stevenstown,MS,60111,163.4,245.1
71b13b46,Palmer and Sons,Andy Bernard,216 White Camp Apt. 435,Kylehaven,WY,76875,95,142.5
71b13b82,Thomas LLC,Dwight Schrute,403 Tiffany Oval,Tonyville,AZ,95492,18,26.9
71b13bb4,Frazier Group,,503 Flynn Mountains Apt. 799,Amyfort,MO,45394,149.7,224.6
71b13bf0,Williams-Lee,Andy Bernard,3588 Hill Unions,New Alexandraport,UT,61684,119.6,179.3
71b13c22,Harris Group,Stanley Hudson,70384 Paul Vista,Port Staceyport,WY,16535,110,164.9
71b13c54,"Gallagher, Harris and Cline",Dwight Schrute,88673 Simpson Viaduct Suite 317,Hartberg,MA,13951,73.6,110.4
71b13c86,Rodriguez LLC,Creed Patton,8697 Clark Corners Apt. 980,South Anthonyfurt,SD,29918,20,30
71b13cc2,"Alexander, Lawson and Griffin",Kevin Malone,4958 Alvarez Spur,Tinaview,VT,10880,64.2,96.3
71b13cf4,"Baird, Jones and Maynard",Andy Bernard,1308 Perez Burg Suite 835,South Jessicaborough,DE,33373,62.3,93.4
71b13d26,Campbell-Brooks,,1718 Conway Row,Port Laura,AR,49205,150,225
71b13d62,Hendricks-Klein,Ryan Howard,979 Sean Garden,Annafort,ME,78724,89.8,134.7
71b13d94,Suarez Ltd,Andy Bernard,08680 Alexandra Island Apt. 803,East Susanfurt,KY,23060,1300,1950
71b13dc6,"Oconnell, Haley and Anderson",Dwight Schrute,828 Gay Park,East Micheleside,AZ,48291,57.8,86.7
71b13e02,Woods LLC,Phyllis Vance,38408 Clark Roads Suite 069,Lake Calvin,IN,21986,102.3,153.5
71b13e34,"Hughes, Avery and Smith",Dwight Schrute,7882 Adam Overpass,North David,MS,63863,209.9,314.9
71b13e66,"Kelly, Reed and Carroll",Dwight Schrute,8197 Teresa Turnpike,Jenniferhaven,ME,11555,49.8,74.7
71b13ea2,"Burns, Fitzgerald and Sandoval",Stanley Hudson,80554 Wilson Junction Suite 032,Robertview,TX,65491,31.5,47.3
71b13ed4,"Donaldson, Williams and Mack",Andy Bernard,23742 Philip Isle,Mannfurt,RI,67643,110,165
71b13f06,Turner LLC,Dwight Schrute,436 David Fort,Brownport,IL,68128,18.6,27.9
71b13f38,"Day, Gonzalez and Gardner",,96825 Smith Forges Apt. 174,North Aprilmouth,WY,86595,325.1,487.7
71b13f74,"Clark, Bailey and Reyes",Andy Bernard,38766 Brett Junction Apt. 670,North Chelsea,ID,23319,82.5,123.8
71b13fa6,Velazquez Inc,Ryan Howard,638 Johnson Brooks Suite 078,Faithton,MT,6916,30.7,46.1
71b13fd8,Myers Inc,Andy Bernard,807 Hubbard Ville Suite 613,Harrisfort,AR,42181,32.5,48.8
71b14014,Wagner-Thompson,Kevin Malone,674 Hernandez Unions,Williamsburgh,DC,72546,59.7,89.6
71b14046,Hanna-Jacobson,,467 Craig Shores Apt. 652,Port Vincent,MI,32128,82.5,123.8
71b14078,Hunt-Camacho,Ryan Howard,524 James Crossroad,East Kylestad,AL,86686,45,67.5
71b140a8,"Hughes, Avery and Smith",Dwight Schrute,7882 Adam Overpass,North David,MS,63863,108.9,163.3
71b140e6,"Dodson, Garcia and Alvarado",Dwight Schrute,9903 Gibson Groves Apt. 445,Simmonstown,DC,93234,18,27
71b14118,Turner-Estrada,Dwight Schrute,832 Lawson Junctions,Grahamland,VA,96015,100,150
71b1414a,Torres-Murray,Ryan Howard,318 Albert Plains,Mccoyview,NM,9558,80,119.9
71b14186,Fowler-Chavez,Creed Patton,9726 Dylan Drives,Payneton,ID,91741,92.5,138.8
71b141b8,Myers Inc,Dwight Schrute,807 Hubbard Ville Suite 613,Harrisfort,AR,42181,90.8,136.3
71b141e8,Summers-Robinson,Stanley Hudson,00228 Fernandez Overpass,Devinside,MA,10608,96.4,144.6
71b14226,Johnson-Brown,Andy Bernard,21857 Vickie Bridge,Wellsborough,SD,96099,50,75
71b14258,Roman-Kim,Michael Scott,44044 Blevins Island,West Jerry,NE,69265,65.5,98.3
71b1428a,"Hoffman, Carr and Roberts",Ryan Howard,94951 Tate Flat Suite 253,South Eric,WV,25567,82.5,123.8
71b142ba,Sawyer LLC,,689 Hatfield Walks Suite 714,West Scottville,AZ,49136,46.2,69.3
71b142f8,Dennis-Jones,,1546 Jodi Track Apt. 065,South Lisa,IA,21907,95,142.5
71b14328,Graham Group,Dwight Schrute,8322 Dustin Mall Apt. 322,Lake Marybury,AL,4959,55.4,83.1
71b1435c,"Allen, Taylor and Stevenson",Dwight Schrute,16907 King Skyway Apt. 655,Aguilarview,MS,60574,51.5,77.3
71b1438c,"Thompson, Andrews and Harper",Stanley Hudson,852 Juarez Expressway Apt. 844,Williamport,AL,41430,35.7,53.6
71b143ca,Ramos-Rodriguez,Pam Beesly,6236 Vickie Loop Suite 989,Christopherside,CA,56690,55.1,82.6
71b143fa,"Garcia, Sims and Murphy",Meredith Palmer,156 Morales Haven Suite 150,South Leslie,NJ,13025,85.8,128.7
71b1442e,"Brown, Marquez and Alexander",Andy Bernard,02894 James Ports,Jonesside,NH,10782,54.3,81.5
71b14468,"Sandoval, Best and Wilson",Ryan Howard,4509 Mckay Motorway Apt. 782,Robinsonville,MI,1274,104.9,157.4
71b1449c,Collins-Mcgee,Creed Patton,17430 Ellen Curve Suite 921,Toddville,MA,7437,97.7,146.6
71b144cc,Carter-Tyler,Stanley Hudson,8904 Logan Gateway Apt. 746,Manningside,TN,7399,78.7,118.1
71b1450a,Brown Inc,Stanley Hudson,7410 Hannah Camp,Lake Nicholas,NE,70124,30.7,46.1
71b1453a,Cox Group,Stanley Hudson,70681 Nguyen Plains,South Alan,MD,11674,64.9,97.4
71b1456e,Evans Group,Stanley Hudson,32979 Jennifer Pike Suite 126,Tapiaview,AZ,27508,49.7,74.6
71b145a8,"Richmond, Smith and Cox",,38094 Sexton Cape,Vincentmouth,PA,16241,70,105
71b145dc,Walsh-Alvarado,Stanley Hudson,64889 Joseph Summit Apt. 680,Rodgersside,TX,91900,52.3,78.5
71b1460c,"Alexander, Weiss and Nelson",Michael Scott,713 Galloway Well,Port Stephanie,AL,69999,71.8,107.7
71b14640,"Sims, Parker and Watkins",Michael Scott,94934 Wade Shoals,West Sean,NJ,97793,272.5,408.7
71b1467a,Lopez Inc,Kevin Malone,74975 Jamie Pike Apt. 143,South Olivia,MO,2029,97.4,146.1
71b146ae,Schultz Inc,Stanley Hudson,96439 Christopher Freeway,West Richardfort,DC,94531,17.7,26.6
71b146e2,Myers Inc,Dwight Schrute,807 Hubbard Ville Suite 613,Harrisfort,AR,42181,96.5,144.7
71b1471c,"Hansen, Johnson and Anderson",,2163 Duke Court,Perezland,MO,13896,57.8,86.7
71b1474c,"Morales, Martin and Huff",Dwight Schrute,58474 Wong Place Apt. 300,North Michaelside,NM,79993,164.9,247.4
71b14780,Martinez-Meyer,Andy Bernard,3281 Frank Villages Suite 831,North Davidshire,WA,6843,20.7,31.1
71b147d0,"Henry, King and Schwartz",Stanley Hudson,194 Cooper Lakes,Lake Reginaville,OH,62867,69,103.5
71b14802,Zavala-Wells,Michael Scott,9118 Bowen Skyway,Michaelborough,SC,93468,89.9,134.9
71b1483e,"Reyes, Smith and Lin",Andy Bernard,442 Cooper Village,Port Jasmine,SD,37676,149.9,224.9
71b14870,Jordan Ltd,Ryan Howard,6919 Michael River Suite 304,Reevesbury,NE,80389,119.9,179.9
71b148ac,Hayden-Smith,Creed Patton,746 Curtis Valleys Apt. 053,Ricemouth,NJ,64567,74.7,112.1
